CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
656,Germany,Male,24,3,92185.11,2,0,1,25821.62,1
649,Spain,Female,59,9,205679.05,2,0,0,169948.35,1
431,Spain,Female,30,7,28664.37,1,1,1,57391.71,1
803,Germany,Female,21,9,208898.51,4,1,0,37656.42,1
751,France,Female,67,9,159885.09,1,1,0,78216.95,1
560,Spain,Female,60,5,85507.38,1,1,1,86167.74,1
499,Spain,Female,74,2,29451.8,1,0,0,71956.72,1
386,Spain,Female,53,10,22873.17,1,1,0,195531.41,1
701,Germany,Male,73,8,83878.59,1,0,1,177355.93,0
661,Spain,Male,31,9,35085.49,1,0,1,175865.34,0
710,Spain,Female,35,7,66927.57,2,1,1,85765.84,0
408,Spain,Female,25,8,13238.95,3,1,0,192945.23,1
480,Spain,Male,49,4,148752.11,2,0,0,139962.91,1
761,France,Male,44,2,36319.03,1,1,0,168078.99,1
551,Germany,Male,59,3,189183.08,3,0,1,105166.27,1
592,Germany,Male,54,4,54543.74,3,0,0,40517.29,1
384,France,Female,40,8,199494.14,4,1,1,178508.25,1
794,France,Female,24,8,47470.5,1,0,1,102421.08,0
442,Germany,Male,29,2,180341.64,1,1,1,194025.43,1
787,Spain,Male,42,6,83268.67,2,1,1,58423.59,0
796,Spain,Male,20,5,145780.0,3,1,1,198552.01,1
556,Germany,Male,43,3,9665.45,3,0,0,52260.69,1
702,Spain,Female,21,4,123811.11,1,1,1,79951.68,1
740,France,Male,59,9,37171.97,4,0,1,122863.14,1
681,Spain,Male,53,1,121580.06,1,1,1,141731.38,1
654,Spain,Male,32,10,35339.78,3,0,1,146853.61,0
699,Spain,Female,49,6,109272.28,4,0,0,100487.96,1
562,Germany,Female,46,3,27655.21,4,0,0,24597.12,0
508,France,Female,27,1,54987.88,3,0,0,104249.15,1
791,Spain,Male,38,10,148769.73,1,0,1,73590.71,1
794,Germany,Male,71,5,244165.16,1,1,0,134954.57,1
373,Spain,Male,33,10,112296.19,1,0,0,44632.36,1
753,France,Female,64,1,171793.42,2,1,1,84843.34,1
642,Spain,Female,36,9,134856.17,2,1,1,193562.64,1
353,France,Male,46,1,124589.48,4,1,1,26884.81,1
569,Spain,Male,69,6,16176.05,1,1,1,124443.49,1
713,France,Female,68,0,36074.35,2,0,1,27223.16,1
731,Spain,Male,35,6,220764.43,4,1,0,39829.17,1
369,France,Male,75,9,102541.08,3,1,0,124937.53,1
793,Spain,Male,61,4,153583.12,3,1,0,94359.15,1
501,Spain,Female,74,0,132058.31,1,1,0,114214.81,1
399,Germany,Male,33,5,94720.59,3,1,0,177175.71,1
526,Germany,Male,18,6,96954.14,3,1,1,165275.65,0
784,France,Male,65,0,138866.25,3,0,0,178716.48,1
445,Spain,Male,19,8,35285.45,4,0,0,127088.43,0
454,France,Female,73,6,96814.76,3,0,0,103032.2,1
769,Germany,Female,32,0,111743.89,3,1,0,97247.54,1
599,France,Female,56,2,246281.56,4,1,0,150563.63,1
466,France,Male,45,4,87863.69,2,1,1,109046.98,0
703,Germany,Female,18,3,161144.72,4,0,1,30096.07,0
577,Spain,Male,22,1,34353.87,2,1,0,36968.41,0
415,France,Female,59,0,16370.35,4,1,1,77845.73,1
684,Germany,Male,39,3,217885.5,1,0,0,22886.44,1
767,Spain,Female,70,6,182683.73,3,1,0,55453.93,1
769,Germany,Female,53,10,79374.82,2,0,1,134716.16,1
611,France,Female,63,3,126144.5,4,1,1,12361.76,0
644,Spain,Male,30,8,33936.05,2,1,1,124777.64,0
775,Spain,Male,18,7,176790.07,2,1,0,156747.82,0
592,Germany,Male,33,7,17582.65,3,0,0,42329.21,0
720,Germany,Female,72,4,189258.26,2,1,0,44384.03,1
535,Germany,Male,58,0,136709.13,4,0,1,15482.71,1
595,Spain,Male,39,8,69712.63,1,1,1,107365.51,1
474,Spain,Male,49,1,215643.59,1,0,0,134371.64,1
617,France,Male,33,5,246517.97,3,1,1,96812.82,1
480,Spain,Male,68,9,63587.28,4,0,1,83995.27,1
586,France,Male,32,4,201561.54,4,0,0,96338.44,1
367,Germany,Female,75,9,187541.58,1,1,1,158490.36,1
389,Germany,Female,63,7,186797.53,4,0,1,16367.72,1
370,Spain,Male,69,10,239308.9,2,0,0,158925.53,1
748,Germany,Female,59,2,121654.27,3,0,0,136605.0,1
574,Germany,Female,70,5,168542.01,1,1,0,55871.05,1
704,Spain,Male,29,5,205969.34,3,0,1,109700.55,0
631,France,Male,18,9,119884.11,2,1,0,19365.23,1
357,Spain,Female,70,2,120357.8,1,0,1,82121.85,1
449,France,Male,34,6,79663.69,4,0,0,43068.07,1
589,Spain,Female,58,10,195206.43,4,0,0,14237.07,1
827,Spain,Female,72,3,171548.94,2,0,0,77847.0,1
436,Germany,Female,68,4,112784.97,1,1,1,147961.36,1
647,Spain,Male,74,8,104834.16,3,1,0,184994.15,1
777,Spain,Female,67,5,18147.41,1,0,0,135830.07,1
363,France,Male,45,9,1625.29,4,1,1,86374.32,0
683,Germany,Male,24,3,132223.49,1,1,1,199904.26,0
351,France,Male,26,7,104373.21,1,0,0,63759.27,1
724,France,Male,39,8,199009.19,4,0,0,45554.97,1
642,Germany,Male,43,9,135663.51,4,0,0,98099.63,1
674,Germany,Female,70,4,234176.51,3,0,1,105933.17,1
771,Germany,Male,29,1,49035.2,1,0,1,77416.44,1
842,Spain,Male,24,5,247537.59,4,0,0,142144.83,1
390,Germany,Male,63,10,74479.8,2,1,0,44934.24,1
667,Germany,Male,64,7,160605.99,4,0,0,106964.55,1
665,Germany,Male,32,4,125463.43,3,0,0,105024.12,1
730,France,Female,55,0,89894.1,3,0,1,166519.42,0
460,France,Male,38,7,34827.3,2,1,1,186123.96,1
363,Spain,Male,31,8,33708.54,3,0,1,136020.52,0
580,France,Female,19,0,177876.46,1,1,0,68020.6,1
822,Spain,Male,25,7,94410.35,3,1,0,141026.09,0
433,France,Female,62,9,240324.49,2,1,1,57760.51,1
479,Germany,Female,72,1,81412.12,3,0,0,193643.43,1
580,France,Female,23,3,245880.93,2,1,1,166248.8,0
675,Spain,Female,54,1,51355.81,3,0,0,91926.15,1
494,France,Male,54,1,25703.6,4,0,0,159025.27,1
728,Germany,Male,74,9,78142.43,2,0,0,87644.57,1
694,Spain,Female,50,2,221396.2,3,0,1,24175.93,1
377,Germany,Female,58,7,130462.99,1,1,0,144286.09,1
415,Germany,Male,23,3,33912.53,2,0,0,86876.63,1
512,Spain,Female,69,6,50624.76,2,1,1,186760.77,0
578,Germany,Female,43,9,77815.17,3,1,0,68246.63,0
610,Germany,Female,56,2,147541.68,4,0,0,170233.24,1
798,France,Male,58,9,83094.73,4,0,1,139283.19,1
773,Germany,Female,54,10,186763.52,3,1,0,172131.68,1
809,Germany,Male,31,2,154073.39,3,1,1,65457.56,1
789,Germany,Male,54,1,218455.93,1,0,0,97655.63,1
513,Germany,Male,25,5,125240.46,3,0,0,166394.51,1
650,Spain,Female,56,5,82794.1,2,0,1,132325.58,0
756,France,Female,30,0,249067.89,3,1,0,78385.16,1
652,Germany,Male,30,6,88908.33,1,0,1,107279.17,1
636,Germany,Male,57,3,107150.66,3,0,0,199258.64,1
744,Spain,Male,60,10,202281.81,3,0,1,150951.12,1
359,Germany,Female,45,2,22159.06,2,0,0,126759.3,1
544,Spain,Female,75,7,96622.53,4,1,0,167303.16,1
467,France,Male,35,1,21427.52,3,1,0,93985.76,1
619,France,Male,74,8,34826.47,1,0,0,190512.16,1
429,Germany,Female,36,7,1160.21,3,1,0,114884.03,1
807,Germany,Male,55,7,2386.07,3,0,1,72105.71,1
442,Germany,Female,49,2,95071.97,2,1,0,26343.8,1
615,Spain,Female,39,3,202290.95,4,1,1,81382.09,1
681,Germany,Male,19,1,146751.09,4,0,1,118041.29,1
699,Germany,Male,30,1,158728.51,4,0,0,143617.15,1
710,France,Female,40,3,129812.31,3,0,0,176272.17,1
606,Germany,Female,42,5,204948.29,2,0,0,189352.56,0
482,France,Female,45,4,220094.68,2,1,1,29466.23,0
625,Germany,Female,75,0,212435.18,3,0,0,124171.95,1
613,France,Female,28,9,203033.03,2,0,0,136652.03,1
520,Germany,Male,50,0,45678.27,4,0,0,42692.13,1
809,France,Female,41,5,148469.06,2,0,0,113664.13,1
350,Spain,Female,19,2,145540.8,3,0,0,73618.39,1
662,France,Female,47,2,131986.0,3,0,0,24709.29,1
413,France,Male,34,6,120203.2,1,1,1,22514.54,1
723,France,Male,57,0,22292.62,1,0,0,154250.47,1
817,Germany,Female,51,0,25540.81,2,1,1,126936.54,1
633,Germany,Female,55,9,225570.39,2,0,1,145873.12,1
470,Germany,Male,39,2,157546.61,3,1,0,140202.85,0
456,Spain,Male,22,7,65579.3,1,1,0,35519.34,1
770,Spain,Male,65,0,69825.1,1,1,1,38797.4,1
524,France,Male,57,9,152548.71,4,0,0,57971.91,1
834,Spain,Female,68,3,101733.74,4,1,0,85829.11,1
553,France,Male,33,8,110331.04,3,0,0,188443.48,1
514,France,Female,30,3,15162.5,3,1,0,138039.55,0
654,France,Female,43,9,34684.8,3,0,1,58482.67,0
846,Spain,Male,48,7,98337.61,3,0,1,20636.98,0
469,Germany,Male,69,6,174921.6,1,1,1,140002.55,1
393,Spain,Male,56,2,12006.35,3,0,0,128810.51,1
661,France,Male,65,6,83639.45,3,1,1,138395.05,1
505,France,Female,40,6,173767.99,1,1,1,59624.13,1
716,Spain,Female,65,9,198012.7,4,0,1,108223.01,1
556,France,Female,29,2,47555.18,3,1,0,78723.53,0
739,France,Male,31,1,182871.78,4,0,0,165362.8,1
457,Spain,Female,73,8,238852.92,1,1,0,23185.37,1
600,Spain,Male,35,0,226703.04,4,0,0,62333.94,1
794,Spain,Female,44,6,197344.02,1,0,0,124561.21,1
753,France,Male,45,3,178081.67,3,0,1,48992.52,1
719,France,Female,35,1,58784.58,4,1,1,137815.55,1
683,Germany,Female,33,1,158475.81,3,0,0,35986.78,1
479,Germany,Male,69,7,160818.5,2,0,0,14334.34,1
806,Spain,Female,33,6,101705.33,2,0,1,174063.96,0
642,Germany,Female,30,6,123253.87,4,0,1,73354.44,1
369,France,Male,75,4,173507.12,1,0,0,39801.31,1
631,Germany,Male,46,9,238025.38,4,0,0,42814.71,1
634,France,Male,26,7,73826.55,1,0,0,178320.12,1
350,Spain,Male,43,1,61590.79,2,0,1,134341.97,1
468,Spain,Male,45,1,150451.72,1,0,1,191705.79,1
384,France,Female,58,4,32699.78,2,1,0,162007.66,1
547,Germany,Male,30,0,145633.21,4,0,0,155833.11,1
834,Spain,Female,53,5,22212.87,3,0,1,104965.93,1
594,Spain,Female,26,3,122645.97,3,0,1,165952.93,1
408,Germany,Male,64,5,155103.59,3,1,1,88403.98,1
674,Germany,Female,31,6,17527.41,1,0,0,167130.09,1
510,France,Female,68,2,51738.29,3,0,0,153970.85,1
846,Germany,Male,29,10,83843.57,1,1,0,138903.34,1
528,Germany,Female,70,7,92149.67,3,1,0,72646.08,1
555,Germany,Male,75,6,169026.16,1,1,1,129835.21,1
361,France,Male,74,0,132255.34,1,0,1,106289.65,1
839,France,Male,49,5,95527.12,2,0,0,97693.14,1
625,Spain,Female,55,6,112669.06,2,0,0,198146.8,1
530,France,Female,20,10,3244.17,4,0,0,105835.59,1
591,Spain,Female,75,3,192631.32,2,1,0,16077.38,1
565,Germany,Female,74,1,10251.17,1,1,0,129028.9,1
600,Spain,Male,71,9,207329.37,2,0,0,148322.06,1
648,Spain,Female,69,8,135249.13,2,1,0,178184.94,1
475,Germany,Male,33,6,131954.8,2,0,0,130210.1,1
831,Spain,Female,37,0,176144.66,1,0,0,13696.85,1
566,France,Female,49,7,214889.88,1,0,0,32751.42,1
655,France,Female,73,2,235661.54,4,0,1,40635.61,1
634,France,Female,40,3,135842.47,2,1,1,50139.66,1
534,France,Female,34,4,37664.56,2,1,1,161957.61,0
388,Spain,Male,33,0,219657.73,1,0,1,68854.41,0
572,Spain,Female,55,5,10168.0,4,0,0,69348.84,1
533,Germany,Female,25,9,201834.29,4,1,1,153561.61,1
844,Spain,Female,36,5,170105.41,1,1,1,88362.95,1
776,Spain,Female,47,1,226181.9,2,0,1,22281.51,1
527,Spain,Male,74,10,224365.79,4,1,1,121174.02,1
756,Germany,Female,75,9,13288.52,4,1,1,34712.86,1
777,France,Male,51,5,152361.6,2,1,0,118616.21,1
643,Spain,Female,31,7,31167.86,4,0,1,158131.24,0
689,Germany,Male,39,5,19617.15,2,1,1,186603.03,0
500,Germany,Male,61,3,112069.29,4,1,0,22740.0,1
733,Germany,Male,34,3,24399.38,4,1,1,67753.65,0
475,France,Male,32,8,181975.6,1,1,0,133968.16,1
650,Spain,Male,67,5,242235.18,4,1,1,69936.07,1
657,Germany,Female,65,7,142395.74,2,0,0,95694.87,1
685,France,Male,49,7,58792.22,4,1,0,13817.26,0
783,Germany,Female,30,6,210801.6,1,1,0,141764.62,1
583,Germany,Male,38,2,213275.84,4,1,1,177823.22,0
729,Germany,Male,66,9,183196.49,3,1,1,195603.33,1
724,Germany,Female,57,0,153783.05,2,0,0,167801.34,1
357,Germany,Male,50,4,216948.11,3,0,0,16037.49,1
847,France,Male,74,9,40822.92,1,0,0,133852.25,1
690,Spain,Male,75,9,232900.03,3,1,0,104175.26,1
478,Spain,Male,44,1,236800.79,4,1,0,188200.14,0
613,Spain,Female,52,9,217998.09,2,0,0,181406.38,1
506,Spain,Male,33,1,62665.51,3,0,0,197728.77,1
701,France,Male,45,6,214544.6,4,0,0,173767.5,1
707,France,Female,51,10,124409.55,3,0,0,113909.51,1
354,France,Female,64,2,148732.56,4,0,0,145831.1,1
844,Germany,Male,18,7,210150.16,4,0,1,193288.67,0
435,Germany,Male,58,8,7395.71,3,1,0,119842.18,1
524,Germany,Female,65,7,90735.65,1,1,1,169596.05,1
639,Spain,Male,48,5,203923.34,2,0,0,189019.88,1
542,Germany,Female,53,4,203488.7,1,1,1,118402.16,1
660,Spain,Male,61,2,212171.98,3,1,0,40239.31,1
468,Germany,Female,50,2,42303.98,4,0,1,39557.04,0
567,Spain,Female,50,6,176471.65,3,0,0,31910.26,1
776,Germany,Female,56,4,36625.84,4,1,0,100501.4,1
807,Germany,Male,35,5,196274.5,4,1,0,101226.9,1
763,France,Male,40,5,61281.5,1,1,1,127300.53,0
463,Germany,Male,40,8,184454.43,1,0,0,101745.83,1
815,Germany,Male,32,0,113750.4,3,1,0,194880.45,1
494,France,Female,43,7,246565.87,2,0,0,65349.06,1
375,Spain,Female,47,9,144973.46,1,0,1,176025.16,1
485,France,Female,42,4,158144.84,4,1,1,29062.78,0
652,France,Male,62,5,92040.88,3,0,0,124364.36,1
581,Spain,Male,33,5,183630.04,3,0,0,133181.79,1
718,Germany,Male,56,0,123721.41,2,0,1,156723.72,1
425,Spain,Female,65,2,4516.66,3,1,1,105574.22,1
824,Germany,Male,62,5,152145.4,1,1,0,47472.99,1
677,Germany,Male,31,10,207614.9,4,1,0,80109.55,1
694,Spain,Female,34,10,59200.44,3,0,0,61710.69,1
651,France,Female,29,8,55265.94,3,1,1,89630.05,0
801,Spain,Male,46,5,152221.55,4,0,1,110693.98,0
638,Germany,Female,49,5,204494.82,3,1,0,128763.36,1
350,Spain,Male,73,0,62405.08,3,0,1,170573.17,0
496,Spain,Female,41,8,233065.66,2,1,1,182901.96,1
636,Germany,Female,69,3,231846.84,1,1,0,97890.44,1
813,France,Female,30,1,50134.17,3,0,0,26847.57,1
491,Spain,Male,73,0,65946.1,1,0,0,161442.39,1
402,Germany,Male,37,2,175149.7,2,1,1,100659.97,0
653,Germany,Male,32,2,237933.28,1,1,1,113824.85,0
418,Spain,Female,73,4,177470.67,2,0,0,123200.89,1
710,France,Female,70,0,111225.01,1,1,1,136894.87,1
439,Spain,Female,21,6,42250.34,1,0,1,179119.16,0
795,France,Female,71,0,115252.46,3,0,1,190907.78,1
569,France,Male,51,3,151691.95,1,0,1,188632.17,1
799,France,Male,45,5,82737.98,3,0,0,163798.09,0
847,France,Male,67,0,127564.46,3,0,1,178956.03,1
541,Spain,Female,19,6,32553.53,1,0,0,19434.41,1
803,Germany,Female,74,9,113047.03,3,0,1,171331.41,1
412,Germany,Male,64,6,22693.95,1,0,0,23730.4,1
422,Germany,Female,47,2,12272.19,4,0,1,151776.84,1
510,Germany,Male,43,3,214309.98,3,0,0,42179.09,1
518,Germany,Female,68,5,51270.4,4,0,0,78420.98,1
438,Germany,Female,64,10,143788.83,4,0,1,44994.9,1
525,Spain,Male,43,6,37245.69,3,0,1,94257.71,1
618,France,Male,37,3,65631.89,2,0,0,88232.01,0
422,Germany,Female,59,9,90334.85,2,0,1,19131.94,1
594,Spain,Male,45,10,35919.11,4,0,0,167794.61,1
426,Germany,Male,73,8,11490.57,4,1,0,172295.43,1
508,Germany,Female,37,8,219289.95,1,1,0,159626.38,1
838,France,Female,28,8,2958.21,4,0,0,171045.25,1
808,France,Female,75,9,15330.25,3,1,1,152667.02,1
673,France,Male,27,5,201268.04,2,1,1,188122.04,1
447,Germany,Female,40,1,70502.08,2,1,1,119514.53,1
730,Germany,Female,54,1,180705.08,2,0,1,120702.08,0
451,Germany,Female,58,10,36556.44,3,0,1,173382.88,1
843,France,Female,69,3,59320.44,1,0,0,76388.95,1
481,Spain,Female,36,8,143194.13,3,1,1,19515.65,1
451,Germany,Male,62,2,247158.96,3,1,1,152472.53,0
368,Germany,Female,35,5,18361.12,2,0,1,58371.94,0
803,Germany,Female,66,1,100138.65,3,1,0,100104.8,1
831,Spain,Male,44,0,10770.24,4,1,1,55683.57,0
431,Germany,Female,23,4,49806.61,3,0,1,167147.26,1
746,Spain,Female,27,7,226867.76,2,1,1,192075.66,1
838,Germany,Male,19,9,24115.03,2,1,1,20454.39,0
628,Spain,Female,41,9,214213.98,3,0,1,54340.61,1
688,Germany,Male,55,1,44450.81,4,1,0,46016.8,1
714,France,Female,45,9,215446.21,4,0,1,137908.67,1
680,France,Male,45,8,134505.49,2,0,1,91448.9,0
478,France,Male,70,7,219551.67,4,0,1,96689.72,1
693,France,Female,62,2,37925.91,4,0,0,39845.03,1
659,Germany,Male,67,0,190509.14,1,0,1,88799.58,1
804,France,Male,56,3,170174.65,1,0,1,67613.37,1
438,Spain,Female,19,7,135733.35,4,0,0,126126.27,1
562,France,Female,63,2,202646.84,4,1,1,51275.26,1
492,France,Male,22,9,162069.01,1,0,0,126814.15,1
414,France,Female,67,1,219261.73,1,1,1,81771.59,1
425,Germany,Male,28,6,95265.54,1,1,0,75795.97,1
548,France,Male,27,3,147480.79,2,0,0,68055.76,0
492,Spain,Female,60,5,217650.21,2,1,0,138028.36,1
754,France,Female,19,4,53703.52,1,0,0,116859.5,1
752,France,Male,32,1,121435.34,1,0,1,171827.12,1
665,France,Female,56,9,240185.46,1,0,0,55905.93,1
442,Spain,Female,58,1,118400.45,2,0,0,17622.72,1
822,France,Male,54,8,63207.36,2,0,1,44584.46,1
766,Spain,Male,24,10,87769.06,4,0,1,75237.71,1
654,Spain,Male,37,9,221271.03,3,1,0,44134.45,1
573,France,Male,51,1,238720.76,4,1,0,25867.03,1
846,Spain,Male,52,7,237526.91,3,1,1,94614.31,1
640,Germany,Male,51,7,174735.6,3,1,0,138617.4,1
777,France,Female,70,0,127400.47,3,1,1,152798.45,1
451,France,Male,39,0,45672.23,4,0,1,85758.19,0
823,Spain,Female,48,3,30805.25,2,1,0,100828.47,1
616,Spain,Female,40,1,14941.65,2,0,1,153539.39,0
704,France,Male,36,0,4428.73,2,0,1,77014.49,0
805,Germany,Female,21,8,219529.18,2,0,0,159105.58,1
459,Spain,Male,41,2,202271.58,4,0,1,193801.45,1
811,Spain,Female,37,0,141955.35,1,0,1,177291.32,0
679,Germany,Male,56,1,249680.81,3,0,0,96183.11,1
799,Germany,Male,45,7,238263.02,2,0,1,120108.51,1
779,France,Male,71,4,163777.24,2,1,1,146121.01,1
614,Germany,Male,56,10,116143.64,4,0,0,76367.08,1
352,France,Female,34,6,38042.68,3,0,1,161855.24,1
434,Germany,Female,36,5,128898.45,2,1,1,93014.23,1
631,Spain,Female,71,0,39435.92,1,1,1,170899.9,1
677,France,Female,65,5,99612.83,2,0,1,58399.44,0
653,France,Female,52,10,235662.03,3,1,0,12161.83,1
799,France,Male,49,6,85494.75,1,0,1,130210.8,1
803,Germany,Male,64,3,38196.82,4,0,0,95858.93,1
761,Spain,Male,63,7,145599.15,1,0,1,21366.39,1
466,France,Male,64,7,150591.04,3,0,0,102646.35,1
570,France,Male,63,6,48451.06,3,1,1,42028.27,1
503,France,Female,56,10,49146.65,1,1,0,129652.34,1
502,France,Male,74,1,247387.45,2,1,0,94558.66,1
361,Spain,Male,52,5,60820.27,3,0,1,42513.7,0
482,Germany,Female,47,5,209548.01,1,0,1,88268.4,1
831,Spain,Female,34,6,117580.96,3,1,0,54214.67,1
653,France,Male,59,5,108747.31,2,1,0,134088.39,1
642,Spain,Male,64,1,73740.6,2,0,0,66077.24,1
812,France,Female,46,7,193456.45,1,1,0,166183.3,1
649,Germany,Male,23,3,220165.22,4,1,0,12691.01,0
577,Germany,Male,34,8,65281.87,4,0,0,86649.42,0
620,Germany,Male,34,7,23774.17,2,1,1,127245.29,1
392,France,Female,31,2,34229.89,4,0,1,14295.57,0
781,Spain,Male,41,2,198200.88,2,1,0,51009.96,1
692,Germany,Male,74,7,108956.73,4,1,0,72209.79,1
675,France,Female,67,1,32978.66,2,0,1,14150.47,1
651,France,Female,74,8,85072.05,3,0,0,113871.23,1
847,Spain,Female,54,3,128558.87,1,0,0,129864.99,1
713,Germany,Male,57,5,213012.92,1,0,1,53229.23,1
728,France,Female,56,2,160435.81,4,0,1,113261.72,1
776,Spain,Male,72,2,44008.2,1,0,0,199834.11,1
842,Germany,Female,49,2,39675.68,4,1,1,178514.66,0
370,Spain,Male,53,10,103083.55,2,1,0,21145.56,1
756,Spain,Female,67,9,18798.21,3,0,1,34297.67,1
456,France,Male,54,1,188894.3,1,0,0,103936.63,1
685,France,Male,65,7,100363.46,3,0,0,56588.21,1
652,France,Female,31,8,85755.94,1,1,0,25384.16,1
466,Spain,Female,44,7,127277.08,2,1,0,58365.35,1
473,France,Male,36,9,177239.2,1,1,1,21623.84,1
748,Spain,Female,48,2,142336.74,1,1,1,110683.36,1
630,Spain,Male,63,6,200600.7,2,0,1,103147.52,1
641,France,Female,26,10,157340.64,4,1,0,11201.97,1
552,Germany,Female,55,9,196992.57,4,1,1,101678.12,1
400,Germany,Male,34,1,174195.57,2,1,0,108762.98,1
620,Germany,Female,36,3,48280.71,4,0,0,125083.71,1
673,Spain,Female,61,5,13088.61,1,1,1,194318.95,1
626,Spain,Male,21,10,225849.2,3,0,1,196711.56,0
490,Spain,Male,65,4,236414.04,2,1,0,110116.57,1
819,France,Female,74,8,181733.07,1,1,0,170585.47,1
624,Spain,Male,28,9,181051.46,2,1,1,26181.5,0
639,France,Female,39,3,67536.77,3,0,1,110919.38,0
683,France,Female,21,4,135610.43,1,1,1,138991.01,1
730,Germany,Male,34,3,248059.92,1,1,1,117298.48,1
801,Germany,Male,25,7,214035.9,3,0,1,53836.99,0
845,Germany,Male,63,7,76098.59,3,1,0,21905.02,1
722,France,Male,51,2,75261.47,4,1,0,83467.16,1
401,France,Male,28,0,120894.32,1,1,0,133052.07,1
843,France,Male,48,5,101149.67,3,1,1,198425.48,0
376,Spain,Female,28,1,92788.26,3,1,0,54941.36,0
506,France,Female,73,1,156742.98,1,0,1,184380.08,1
588,Germany,Male,71,2,2873.12,4,1,1,22969.67,1
505,Germany,Female,73,7,190834.91,2,1,1,186887.96,1
640,France,Female,55,2,185013.25,4,0,0,168149.69,1
485,France,Female,70,6,207581.42,3,0,0,13979.62,1
493,Germany,Female,38,9,210362.67,2,1,0,66655.22,1
455,France,Male,63,9,141599.92,2,1,0,19681.76,1
769,Germany,Female,47,8,195018.48,4,1,1,199146.12,0
507,Spain,Female,27,7,123098.78,2,0,1,91290.36,0
495,Germany,Male,43,0,237882.46,3,1,0,135812.97,1
351,Spain,Male,44,6,47674.63,1,0,0,54496.21,1
782,France,Male,25,6,228904.27,1,0,1,187409.89,1
426,France,Male,56,7,64632.59,1,0,0,62093.08,1
481,Spain,Female,25,9,25680.84,4,1,0,59440.78,0
439,France,Male,25,4,109776.11,1,1,1,69774.02,1
694,Spain,Female,72,9,153729.31,1,1,0,97872.94,1
699,France,Female,51,8,57747.47,1,0,0,13521.22,1
808,Germany,Male,33,8,138949.06,2,1,0,123589.13,1
612,France,Male,58,7,201973.34,2,1,1,16016.5,1
700,Germany,Male,30,5,64271.24,2,0,0,112448.47,1
457,Germany,Male,40,5,145080.56,3,0,0,96998.13,1
423,Spain,Male,29,0,84828.15,3,0,1,56083.94,1
388,France,Male,44,5,132442.12,3,0,1,72655.92,1
746,Spain,Female,39,3,166729.75,1,0,1,144075.36,1
508,France,Female,49,3,87605.64,2,1,1,11823.53,0
420,Germany,Female,74,1,248620.72,3,0,1,70162.96,1
796,Germany,Female,66,10,140943.8,4,1,1,139256.48,1
661,France,Male,44,3,206115.39,2,0,1,38932.03,0
590,France,Male,19,4,181283.81,1,1,0,116473.27,1
775,Spain,Female,62,4,213201.33,2,1,1,42097.26,1
794,France,Female,50,4,43450.24,1,0,1,39404.76,0
647,France,Female,43,3,55638.43,3,0,1,156733.22,0
789,France,Male,45,0,121852.79,1,1,0,60639.82,1
385,Spain,Male,36,9,213082.17,1,0,0,81396.13,1
433,France,Male,60,7,49401.65,4,0,1,148703.43,1
801,Germany,Female,22,2,242766.46,2,0,1,44108.72,1
723,Spain,Female,50,1,31900.58,1,0,1,111030.03,0
612,Spain,Male,37,8,43769.49,4,0,0,184385.74,1
659,Germany,Male,47,6,41808.45,4,0,1,115227.1,0
734,Germany,Female,62,8,146501.49,4,0,0,19280.7,1
521,Germany,Female,25,1,229385.27,3,0,0,122042.48,1
725,France,Male,55,8,63777.85,3,1,1,27129.15,1
522,Germany,Female,34,9,138259.21,1,1,0,63603.66,1
711,France,Male,61,8,43943.13,2,0,1,171438.27,1
396,Spain,Male,18,10,157784.22,3,0,0,12103.13,1
728,Spain,Female,20,8,30811.58,3,1,0,24632.53,1
490,Germany,Female,63,9,122827.69,1,0,0,79039.18,1
724,France,Female,43,9,163795.45,1,0,1,199885.22,0
755,Germany,Male,48,3,144781.98,3,0,0,65454.14,1
467,Germany,Female,25,9,35000.12,1,0,0,39882.18,1
626,France,Female,60,2,40343.34,4,1,1,114390.21,0
563,Germany,Male,63,5,167847.75,1,0,0,108658.45,1
569,Spain,Male,25,2,202227.32,4,1,0,95427.72,1
742,Germany,Female,52,10,227018.6,3,0,1,189864.21,1
375,France,Male,56,8,203402.88,2,1,1,63228.38,1
358,France,Male,45,2,243480.97,4,1,1,65731.6,1
620,Spain,Male,68,1,102062.95,2,1,0,36648.82,1
359,France,Female,21,7,82791.44,3,0,0,142484.72,1
821,France,Female,74,5,7046.01,1,0,0,71060.2,1
727,Spain,Male,33,7,112473.96,4,0,0,162520.66,1
470,Germany,Male,30,6,162842.89,4,1,0,194634.0,1
474,Spain,Male,37,2,203852.16,3,0,1,18300.2,1
519,Germany,Female,68,7,66863.85,3,0,0,198693.16,1
421,Spain,Male,22,9,128397.82,1,1,1,58279.8,1
501,Germany,Male,72,0,165502.39,2,0,0,89820.97,1
557,Spain,Female,54,0,137900.72,4,1,0,157771.24,1
398,Germany,Male,37,9,68505.18,2,0,1,136412.92,1
503,Spain,Female,41,7,199070.61,4,1,0,157903.01,1
696,Germany,Female,53,8,43340.25,4,1,0,98603.08,1
642,Spain,Female,51,9,226244.96,1,1,1,184052.74,1
417,France,Male,75,5,238149.19,4,1,1,160088.75,1
399,Germany,Male,62,4,91393.32,4,1,0,68753.32,1
